+----------+---------------------+-------------+
|   coin   |        time         | price (eur) |
+----------+---------------------+-------------+
| bitcoin  | 2024-05-10 00:00:00 |  58566.92   |
| bitcoin  | 2024-05-11 00:00:00 |  56489.04   |
| bitcoin  | 2024-05-12 00:00:00 |  56385.84   |
| bitcoin  | 2024-05-13 00:00:00 |   57101.0   |
| bitcoin  | 2024-05-14 00:00:00 |  58257.95   |
| bitcoin  | 2024-05-15 00:00:00 |  56927.17   |
| bitcoin  | 2024-05-16 00:00:00 |   60811.3   |
| bitcoin  | 2024-05-17 00:00:00 |   60054.3   |
| bitcoin  | 2024-05-18 00:00:00 |  61631.88   |
| bitcoin  | 2024-05-19 00:00:00 |  61502.73   |
| bitcoin  | 2024-05-20 00:00:00 |  60924.87   |
| bitcoin  | 2024-05-21 00:00:00 |  65770.16   |
| bitcoin  | 2024-05-22 00:00:00 |  64653.89   |
| bitcoin  | 2024-05-23 00:00:00 |  63912.08   |
| bitcoin  | 2024-05-24 00:00:00 |  62795.08   |
| bitcoin  | 2024-05-25 00:00:00 |  63150.07   |
| bitcoin  | 2024-05-26 00:00:00 |  63850.68   |
| bitcoin  | 2024-05-27 00:00:00 |  63150.48   |
| bitcoin  | 2024-05-28 00:00:00 |  63871.13   |
| bitcoin  | 2024-05-29 00:00:00 |  62950.71   |
| bitcoin  | 2024-05-30 00:00:00 |  62561.01   |
| bitcoin  | 2024-05-31 00:00:00 |  63123.74   |
| bitcoin  | 2024-06-01 00:00:00 |  62145.92   |
| bitcoin  | 2024-06-02 00:00:00 |  62362.93   |
| bitcoin  | 2024-06-03 00:00:00 |  62419.72   |
| bitcoin  | 2024-06-04 00:00:00 |  63083.79   |
| bitcoin  | 2024-06-05 00:00:00 |  64881.83   |
| bitcoin  | 2024-06-06 00:00:00 |  65462.71   |
| bitcoin  | 2024-06-07 00:00:00 |  64964.38   |
| bitcoin  | 2024-06-08 00:00:00 |  64146.76   |
| bitcoin  | 2024-06-09 00:00:00 |  64137.27   |
| bitcoin  | 2024-06-10 00:00:00 |  64623.81   |
| bitcoin  | 2024-06-11 00:00:00 |  64559.65   |
| bitcoin  | 2024-06-12 00:00:00 |   62689.9   |
| bitcoin  | 2024-06-13 00:00:00 |  63085.64   |
| bitcoin  | 2024-06-14 00:00:00 |  62107.47   |
| bitcoin  | 2024-06-15 00:00:00 |  61562.53   |
| bitcoin  | 2024-06-16 00:00:00 |  61759.23   |
| bitcoin  | 2024-06-17 00:00:00 |  62231.37   |
| bitcoin  | 2024-06-18 00:00:00 |  61877.28   |
| bitcoin  | 2024-06-19 00:00:00 |  60621.92   |
| bitcoin  | 2024-06-20 00:00:00 |  60398.37   |
| bitcoin  | 2024-06-21 00:00:00 |  60572.19   |
| bitcoin  | 2024-06-22 00:00:00 |  59924.84   |
| bitcoin  | 2024-06-23 00:00:00 |  60079.41   |
| bitcoin  | 2024-06-24 00:00:00 |  59147.18   |
| bitcoin  | 2024-06-25 00:00:00 |  56243.93   |
| bitcoin  | 2024-06-26 00:00:00 |  57677.51   |
| bitcoin  | 2024-06-27 00:00:00 |  56873.38   |
| bitcoin  | 2024-06-28 00:00:00 |  57491.14   |
| bitcoin  | 2024-06-29 00:00:00 |  56265.05   |
| bitcoin  | 2024-06-30 00:00:00 |  56775.63   |
| bitcoin  | 2024-07-01 00:00:00 |  58430.81   |
| bitcoin  | 2024-07-02 00:00:00 |  58509.44   |
| bitcoin  | 2024-07-03 00:00:00 |  57718.07   |
| bitcoin  | 2024-07-04 00:00:00 |  55833.81   |
| bitcoin  | 2024-07-05 00:00:00 |   52904.9   |
| bitcoin  | 2024-07-06 00:00:00 |  52307.69   |
| bitcoin  | 2024-07-07 00:00:00 |   53715.7   |
| bitcoin  | 2024-07-08 00:00:00 |  51613.91   |
| bitcoin  | 2024-07-09 00:00:00 |   52316.6   |
| bitcoin  | 2024-07-10 00:00:00 |  53621.44   |
| bitcoin  | 2024-07-11 00:00:00 |  53272.29   |
| bitcoin  | 2024-07-12 00:00:00 |  52781.07   |
| bitcoin  | 2024-07-13 00:00:00 |  53014.04   |
| bitcoin  | 2024-07-14 00:00:00 |  54166.68   |
| bitcoin  | 2024-07-15 00:00:00 |  55984.24   |
| bitcoin  | 2024-07-16 00:00:00 |  59500.96   |
| bitcoin  | 2024-07-17 00:00:00 |  59763.54   |
| bitcoin  | 2024-07-18 00:00:00 |  58625.72   |
| bitcoin  | 2024-07-19 00:00:00 |  58665.96   |
| bitcoin  | 2024-07-20 00:00:00 |  61224.61   |
| bitcoin  | 2024-07-21 00:00:00 |  61705.05   |
| bitcoin  | 2024-07-22 00:00:00 |  62467.87   |
| bitcoin  | 2024-07-23 00:00:00 |  62073.82   |
| bitcoin  | 2024-07-24 00:00:00 |  60765.81   |
| bitcoin  | 2024-07-25 00:00:00 |   60341.5   |
| bitcoin  | 2024-07-26 00:00:00 |  60594.57   |
| bitcoin  | 2024-07-27 00:00:00 |  62469.76   |
| bitcoin  | 2024-07-28 00:00:00 |  62599.81   |
| bitcoin  | 2024-07-29 00:00:00 |  62873.08   |
| bitcoin  | 2024-07-30 00:00:00 |  61707.73   |
| bitcoin  | 2024-07-31 00:00:00 |  61216.27   |
| bitcoin  | 2024-08-01 00:00:00 |  59750.92   |
| bitcoin  | 2024-08-02 00:00:00 |   60586.1   |
| bitcoin  | 2024-08-03 00:00:00 |  56231.21   |
| bitcoin  | 2024-08-04 00:00:00 |  55639.42   |
| bitcoin  | 2024-08-05 00:00:00 |  53169.53   |
| bitcoin  | 2024-08-06 00:00:00 |   49271.4   |
| bitcoin  | 2024-08-07 00:00:00 |  51222.28   |
| bitcoin  | 2024-08-08 00:00:00 |   50411.0   |
| bitcoin  | 2024-08-09 00:00:00 |  56671.84   |
| bitcoin  | 2024-08-10 00:00:00 |  55761.52   |
| bitcoin  | 2024-08-11 00:00:00 |  55729.91   |
| bitcoin  | 2024-08-12 00:00:00 |  53884.91   |
| bitcoin  | 2024-08-13 00:00:00 |  54270.12   |
| bitcoin  | 2024-08-14 00:00:00 |  55114.15   |
| bitcoin  | 2024-08-15 00:00:00 |  53343.88   |
| bitcoin  | 2024-08-16 00:00:00 |  52521.96   |
| bitcoin  | 2024-08-17 00:00:00 |  53376.17   |
| bitcoin  | 2024-08-18 00:00:00 |  53873.72   |
| bitcoin  | 2024-08-19 00:00:00 |  53006.75   |
| bitcoin  | 2024-08-20 00:00:00 |  53742.26   |
| bitcoin  | 2024-08-21 00:00:00 |  53072.96   |
| bitcoin  | 2024-08-22 00:00:00 |  54811.26   |
| bitcoin  | 2024-08-23 00:00:00 |  54317.08   |
| bitcoin  | 2024-08-24 00:00:00 |  57173.95   |
| bitcoin  | 2024-08-25 00:00:00 |  57319.03   |
| bitcoin  | 2024-08-26 00:00:00 |  57448.05   |
| bitcoin  | 2024-08-27 00:00:00 |  56355.54   |
| bitcoin  | 2024-08-28 00:00:00 |  53250.68   |
| bitcoin  | 2024-08-29 00:00:00 |  53049.56   |
| bitcoin  | 2024-08-30 00:00:00 |   53564.8   |
| bitcoin  | 2024-08-31 00:00:00 |  53481.27   |
| bitcoin  | 2024-09-01 00:00:00 |  53307.01   |
| bitcoin  | 2024-09-02 00:00:00 |  51929.84   |
| bitcoin  | 2024-09-03 00:00:00 |  53412.31   |
| bitcoin  | 2024-09-04 00:00:00 |  52046.15   |
| bitcoin  | 2024-09-05 00:00:00 |  52329.68   |
| bitcoin  | 2024-09-06 00:00:00 |  50518.55   |
| bitcoin  | 2024-09-07 00:00:00 |  48622.69   |
| bitcoin  | 2024-09-08 00:00:00 |   48827.9   |
| bitcoin  | 2024-09-09 00:00:00 |  49416.67   |
| bitcoin  | 2024-09-10 00:00:00 |  51694.77   |
| bitcoin  | 2024-09-11 00:00:00 |  52293.64   |
| bitcoin  | 2024-09-12 00:00:00 |   52115.5   |
| bitcoin  | 2024-09-13 00:00:00 |  52451.75   |
| bitcoin  | 2024-09-14 00:00:00 |  54674.77   |
| bitcoin  | 2024-09-15 00:00:00 |  54142.36   |
| bitcoin  | 2024-09-16 00:00:00 |  53407.55   |
| bitcoin  | 2024-09-17 00:00:00 |  52308.17   |
| bitcoin  | 2024-09-18 00:00:00 |  54228.99   |
| bitcoin  | 2024-09-19 00:00:00 |  55288.45   |
| bitcoin  | 2024-09-20 00:00:00 |   56427.2   |
| bitcoin  | 2024-09-21 00:00:00 |  56488.08   |
| bitcoin  | 2024-09-22 00:00:00 |  56759.68   |
| bitcoin  | 2024-09-23 00:00:00 |  56960.92   |
| bitcoin  | 2024-09-24 00:00:00 |  56989.45   |
| bitcoin  | 2024-09-25 00:00:00 |  57493.82   |
| bitcoin  | 2024-09-26 00:00:00 |  56737.43   |
| bitcoin  | 2024-09-27 00:00:00 |  58275.04   |
| bitcoin  | 2024-09-28 00:00:00 |  58891.83   |
| bitcoin  | 2024-09-29 00:00:00 |  59019.93   |
| bitcoin  | 2024-09-30 00:00:00 |  58791.92   |
| bitcoin  | 2024-10-01 00:00:00 |  56785.57   |
| bitcoin  | 2024-10-02 00:00:00 |   55018.6   |
| bitcoin  | 2024-10-03 00:00:00 |  54905.84   |
| bitcoin  | 2024-10-04 00:00:00 |  55029.89   |
| bitcoin  | 2024-10-05 00:00:00 |  56557.52   |
| bitcoin  | 2024-10-06 00:00:00 |  56539.73   |
| bitcoin  | 2024-10-07 00:00:00 |  57252.33   |
| bitcoin  | 2024-10-08 00:00:00 |  56754.34   |
| bitcoin  | 2024-10-09 00:00:00 |  56657.34   |
| bitcoin  | 2024-10-10 00:00:00 |   55382.1   |
| bitcoin  | 2024-10-11 00:00:00 |  55055.72   |
| bitcoin  | 2024-10-12 00:00:00 |  57015.18   |
| bitcoin  | 2024-10-13 00:00:00 |  57760.34   |
| bitcoin  | 2024-10-14 00:00:00 |  57417.52   |
| bitcoin  | 2024-10-15 00:00:00 |   60551.2   |
| bitcoin  | 2024-10-16 00:00:00 |  61522.68   |
| bitcoin  | 2024-10-17 00:00:00 |  62295.14   |
| bitcoin  | 2024-10-18 00:00:00 |  62168.15   |
| bitcoin  | 2024-10-19 00:00:00 |  62971.25   |
| bitcoin  | 2024-10-20 00:00:00 |  62900.66   |
| bitcoin  | 2024-10-21 00:00:00 |  63461.04   |
| bitcoin  | 2024-10-22 00:00:00 |  62314.63   |
| bitcoin  | 2024-10-23 00:00:00 |  62379.87   |
| bitcoin  | 2024-10-24 00:00:00 |  61857.32   |
| bitcoin  | 2024-10-25 00:00:00 |   62996.9   |
| bitcoin  | 2024-10-26 00:00:00 |  61649.94   |
| bitcoin  | 2024-10-27 00:00:00 |  62050.38   |
| bitcoin  | 2024-10-28 00:00:00 |  62938.34   |
| bitcoin  | 2024-10-29 00:00:00 |  64580.71   |
| bitcoin  | 2024-10-30 00:00:00 |  67268.45   |
| bitcoin  | 2024-10-31 00:00:00 |  66618.66   |
| bitcoin  | 2024-11-01 00:00:00 |  64550.84   |
| bitcoin  | 2024-11-02 00:00:00 |   63941.8   |
| bitcoin  | 2024-11-03 00:00:00 |  63726.33   |
| bitcoin  | 2024-11-04 00:00:00 |  63270.26   |
| bitcoin  | 2024-11-05 00:00:00 |  62346.72   |
| bitcoin  | 2024-11-06 00:00:00 |  63437.06   |
| bitcoin  | 2024-11-07 00:00:00 |  70456.74   |
| bitcoin  | 2024-11-08 00:00:00 |   70367.3   |
| bitcoin  | 2024-11-09 00:00:00 |  71385.27   |
| bitcoin  | 2024-11-10 00:00:00 |   71493.4   |
| bitcoin  | 2024-11-11 00:00:00 |  75100.39   |
| bitcoin  | 2024-11-12 00:00:00 |  83136.67   |
| bitcoin  | 2024-11-13 00:00:00 |  83116.39   |
| bitcoin  | 2024-11-14 00:00:00 |  85646.81   |
| bitcoin  | 2024-11-15 00:00:00 |  83012.84   |
| bitcoin  | 2024-11-16 00:00:00 |  86243.42   |
| bitcoin  | 2024-11-17 00:00:00 |  85927.72   |
| bitcoin  | 2024-11-18 00:00:00 |  85275.37   |
| bitcoin  | 2024-11-19 00:00:00 |  85439.43   |
| bitcoin  | 2024-11-20 00:00:00 |  86966.37   |
| bitcoin  | 2024-11-21 00:00:00 |  89326.41   |
| bitcoin  | 2024-11-22 00:00:00 |  94069.12   |
| bitcoin  | 2024-11-23 00:00:00 |  94955.56   |
| bitcoin  | 2024-11-24 00:00:00 |  93760.27   |
| bitcoin  | 2024-11-25 00:00:00 |  93546.11   |
| bitcoin  | 2024-11-26 00:00:00 |  88960.11   |
| bitcoin  | 2024-11-27 00:00:00 |  87635.21   |
| bitcoin  | 2024-11-28 00:00:00 |  90869.13   |
| bitcoin  | 2024-11-29 00:00:00 |  90578.81   |
| bitcoin  | 2024-11-30 00:00:00 |  92112.03   |
| bitcoin  | 2024-12-01 00:00:00 |  91239.47   |
| bitcoin  | 2024-12-02 00:00:00 |  92304.34   |
| bitcoin  | 2024-12-03 00:00:00 |   91255.0   |
| bitcoin  | 2024-12-04 00:00:00 |  91374.29   |
| bitcoin  | 2024-12-05 00:00:00 |  94065.65   |
| bitcoin  | 2024-12-06 00:00:00 |  91830.05   |
| bitcoin  | 2024-12-07 00:00:00 |  94532.37   |
| bitcoin  | 2024-12-08 00:00:00 |   94396.5   |
| bitcoin  | 2024-12-09 00:00:00 |  95806.83   |
| bitcoin  | 2024-12-10 00:00:00 |   92230.5   |
| bitcoin  | 2024-12-11 00:00:00 |   91772.0   |
| bitcoin  | 2024-12-12 00:00:00 |  96256.94   |
| bitcoin  | 2024-12-13 00:00:00 |  95478.47   |
| bitcoin  | 2024-12-14 00:00:00 |  96474.25   |
| bitcoin  | 2024-12-15 00:00:00 |  96521.67   |
| bitcoin  | 2024-12-16 00:00:00 |   99631.3   |
| bitcoin  | 2024-12-17 00:00:00 |  100856.75  |
| bitcoin  | 2024-12-18 00:00:00 |  101033.25  |
| bitcoin  | 2024-12-19 00:00:00 |  96953.12   |
| bitcoin  | 2024-12-20 00:00:00 |  94409.73   |
| bitcoin  | 2024-12-21 00:00:00 |  93650.43   |
| bitcoin  | 2024-12-22 00:00:00 |  93195.44   |
| bitcoin  | 2024-12-23 00:00:00 |  91140.92   |
| bitcoin  | 2024-12-24 00:00:00 |   90965.5   |
| bitcoin  | 2024-12-25 00:00:00 |  94886.06   |
| bitcoin  | 2024-12-26 00:00:00 |  95543.42   |
| bitcoin  | 2024-12-27 00:00:00 |  91803.34   |
| bitcoin  | 2024-12-28 00:00:00 |  90481.98   |
| bitcoin  | 2024-12-29 00:00:00 |  91277.96   |
| bitcoin  | 2024-12-30 00:00:00 |  89809.01   |
| bitcoin  | 2024-12-31 00:00:00 |  89022.97   |
| bitcoin  | 2025-01-01 00:00:00 |  90345.89   |
| bitcoin  | 2025-01-02 00:00:00 |  91178.23   |
| bitcoin  | 2025-01-03 00:00:00 |  94323.14   |
| bitcoin  | 2025-01-04 00:00:00 |  95112.09   |
| bitcoin  | 2025-01-05 00:00:00 |   95288.5   |
| bitcoin  | 2025-01-06 00:00:00 |  95454.57   |
| bitcoin  | 2025-01-07 00:00:00 |  98447.21   |
| bitcoin  | 2025-01-08 00:00:00 |  93725.15   |
| bitcoin  | 2025-01-09 00:00:00 |  92092.77   |
| bitcoin  | 2025-01-10 00:00:00 |  89707.53   |
| bitcoin  | 2025-01-11 00:00:00 |  92367.36   |
| bitcoin  | 2025-01-12 00:00:00 |  92212.77   |
| bitcoin  | 2025-01-13 00:00:00 |  92206.75   |
| bitcoin  | 2025-01-14 00:00:00 |  92008.04   |
| bitcoin  | 2025-01-15 00:00:00 |  93716.55   |
| bitcoin  | 2025-01-16 00:00:00 |  97450.22   |
